17:50:37.154342 IP 10.0.2.120.xbox > 65.55.42.180.xbox: UDP, length 36
17:52:30.276237 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.287669 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.292641 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.302036 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.310536 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.320427 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.325717 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.334288 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.342059 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.352026 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.359221 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.370327 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.375867 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.384418 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.392189 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.402192 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.409661 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.422124 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.426431 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.434773 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.443044 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.450021 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.458922 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.470175 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.475830 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.484161 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.492548 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.502319 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.509029 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.520062 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.525395 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.537442 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.542876 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.550022 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.559545 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.570603 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.576070 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.584156 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.593044 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.602133 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.609219 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.620444 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.625834 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.634147 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.642413 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.654088 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.658564 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.670160 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.676126 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.686147 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.693240 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.700276 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.709211 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.722266 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.725820 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.736148 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.742281 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.752166 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.758477 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.770255 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.775866 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.784199 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.792067 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.802481 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.809435 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.822242 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.826372 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.836180 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.842342 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.854150 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.858292 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.870187 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.875699 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.886497 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.892337 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:30.906614 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.908654 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:30.925216 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.932299 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.936183 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.941696 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 80
17:52:30.952838 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.959653 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.968391 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.975696 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:30.984101 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:30.992442 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.000037 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.009086 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.018504 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.025567 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.036240 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.042837 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.054942 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.058644 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.072173 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:31.076052 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.087790 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.092975 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.101912 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.108998 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.120065 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.125841 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.134360 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.142844 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.152428 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.159082 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.170160 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:31.176095 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 64
17:52:31.186334 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.192105 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.202197 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.209502 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.220207 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.226270 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.234157 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.243673 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.255900 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.259472 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.270358 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.276235 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.287514 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.292466 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.306164 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.309536 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.320209 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.327164 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.336207 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.343728 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.354114 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.359023 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.372714 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.375667 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.384675 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.392669 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.402105 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.408927 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.422159 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.425880 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.438248 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.442988 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.452203 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.459942 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.470227 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.476966 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.493174 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.496154 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.502557 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.509879 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.520332 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.526451 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.536199 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.543144 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.554129 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.559281 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.575907 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.584556 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.590521 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.592287 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.602034 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.610407 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.620063 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.626233 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.636711 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.643170 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.654113 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.659689 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.670296 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.676629 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.687315 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.692560 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.700057 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.709451 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.718112 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.726699 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.736430 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.743675 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.756148 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.759595 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.776597 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.778087 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.790406 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.792927 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.802525 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.809853 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.818255 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.825854 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.836223 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.842699 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.854236 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.859000 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.870120 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.876826 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.888430 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.892788 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:31.902076 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.909792 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:31.918227 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.926051 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.936704 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.943141 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 64
17:52:31.954164 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.960285 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.968190 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.976292 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:31.986307 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:31.993451 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.004130 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.009650 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.018248 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.026138 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.037426 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.043490 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.054163 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.060052 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.070242 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:32.077051 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.090194 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.092974 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.102118 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.109693 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.120203 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.127470 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.140551 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.143613 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.152228 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.160700 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.170128 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 64
17:52:32.177078 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 64
17:52:32.192214 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.193576 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 40
17:52:32.207234 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.210175 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 56
17:52:32.218509 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
17:52:32.226489 IP 10.0.2.120.xbox > cpe-098-024-065-153.carolina.res.rr.com.xbox: UDP, length 72
17:52:32.236220 IP cpe-098-024-065-153.carolina.res.rr.com.xbox > 10.0.2.120.xbox: UDP, length 56
